text,label,sentiment,source,model
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",1,neutral,original,—
Microsoft announces the launch of a new cloud-based productivity suite for small businesses.,1,neutral,synthetic,mistral:7b
The original patent was filed in Finland under application No. .,1,neutral,original,—
Net profit in the same period in 2006 was 36.6 million euros .,1,neutral,original,—
"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",2,positive,original,—
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,2,positive,original,—
"Q4 earnings report shows a 15% profit increase for tech giant Alphacorp, surpassing analyst expectations.",2,positive,synthetic,mistral:7b
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .",1,neutral,original,—
The new B shares carry the right to dividend and other shareholder rights with effect from today .,1,neutral,original,—
The company expects meat purchases to remain at about 8mn kilos in 2011 .,1,neutral,original,—
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",1,neutral,original,—
The order also includes start-up and commissioning services .,1,neutral,original,—
Profit warnings issued by three major companies contribute to a significant drop in the stock market index today.,0,negative,synthetic,mistral:7b
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,0,negative,original,—
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,2,positive,original,—
"Tech giant Microsoft announces the launch of its new cloud-based data analytics platform, Azure Synapse Analytics, for businesses worldwide.",1,neutral,synthetic,mistral:7b
"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",1,neutral,original,—
"With the new arrangement , customer responsibilities will become mainly regional .",1,neutral,original,—
"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",1,neutral,original,—
No financial details of the deployment were disclosed .,1,neutral,original,—
Amazon announces plans to expand its renewable energy portfolio with a new solar farm in Texas.,1,neutral,synthetic,mistral:7b
Scanfil expects net sales in 2008 to remain at the 2007 level .,1,neutral,original,—
Amazon announces the launch of a new sustainability initiative focused on reducing packaging waste across its supply chain.,1,neutral,synthetic,mistral:7b
Tech giant Google announces a new AI research collaboration with the University of Cambridge.,1,neutral,synthetic,mistral:7b
"The Apple Inc. iPhone wo n't change the game plan for Verizon Communications Inc. , Chief Executive Ivan Seidenberg said Wednesday .",1,neutral,original,—
Tech giant Google announces the launch of its new cloud-based data analytics platform.,1,neutral,synthetic,mistral:7b
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,1,neutral,original,—
IBM's Q4 earnings report reveals a 12% year-over-year profit increase.,2,positive,synthetic,mistral:7b
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",2,positive,original,—
Microsoft announces the launch of its new cloud-based productivity suite for small businesses.,1,neutral,synthetic,mistral:7b
"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium .",1,neutral,original,—
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",2,positive,original,—
Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,1,neutral,original,—
"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",1,neutral,original,—
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,0,negative,original,—
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",1,neutral,original,—
"However , the total orders received will still be above last year s levels .",2,positive,original,—
"When cruising , the revs fall as less engine output is required .",1,neutral,original,—
"Amazon Web Services (AWS) announces the launch of a new data center region in Mumbai, India, to improve service availability and latency for customers in the Asia Pacific.",1,neutral,synthetic,mistral:7b
"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",1,neutral,original,—
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,2,positive,original,—
"Cisco Systems announces the launch of its new cloud security platform, Cisco SecureX, aimed at strengthening enterprise security operations.",1,neutral,synthetic,mistral:7b
"Q2 earnings report shows a 15% revenue growth for TechCorp, exceeding analyst expectations.",2,positive,synthetic,mistral:7b
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",0,negative,original,—
"The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday .",1,neutral,original,—
"IBM announces the launch of its new quantum computing software suite, Qiskit 21.10, aimed at accelerating research and development in the field.",1,neutral,synthetic,mistral:7b
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",0,negative,original,—
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",2,positive,original,—
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",1,neutral,original,—
The category was marked by maturity and the recession .,1,neutral,original,—
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,1,neutral,original,—
"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",1,neutral,original,—
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",1,neutral,original,—
"Amazon reports a 20% increase in Q3 profits, exceeding analysts' expectations.",2,positive,synthetic,mistral:7b
"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",1,neutral,original,—
It is planned to set up the A class business center in the two top storeys of the complex .,1,neutral,original,—
"Amazon Web Services announces the launch of a new data analytics service, designed to improve business intelligence capabilities for its clients.",1,neutral,synthetic,mistral:7b
High winds also toppled three semi-trailers on I-15 north of Barstow .,1,neutral,original,—
"Company X announces a 15% revenue decline for Q2, citing supply chain disruptions as the main cause.",0,negative,synthetic,mistral:7b
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,2,positive,original,—
The share subscription period will expire on 30 September 2007 .,1,neutral,original,—
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,2,positive,original,—
The project is expected to be completed in 2009 .,1,neutral,original,—
"It is necessary to strengthen the company 's operations , however .",1,neutral,original,—
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,2,positive,original,—
